dataset_id,table_id
cpool,smooth_mau20200504
cpool,smooth_mau20200505
cpool,smooth_mau20200506
cpool,smooth_mau20200507
cpool,smooth_mau20200508
cpool,smooth_mau20200509
cpool,smooth_mau20200510
cpool,smooth_mau20200511
cpool,smooth_mau20200512
cpool,smooth_mau20200513
cpool,smooth_mau20200514
cpool,smooth_mau20200515
cpool,smooth_mau20200516
cpool,smooth_mau20200517
cpool,smooth_mau20200518
cpool,smooth_mau20200519
cpool,smooth_mau20200520
cpool,smooth_mau20200521
cpool,smooth_mau20200522
cpool,smooth_mau20200523
cpool,smooth_mau20200524
cpool,smooth_mau20200525
cpool,smooth_mau20200526
cpool,smooth_mau20200527
cpool,smooth_mau20200528
cpool,smooth_mau20200529
cpool,smooth_mau20200530
cpool,smooth_mau20200531
cpool,smooth_mau20200601
cpool,smooth_mau20200602
cpool,smooth_mau20200603
cpool,smooth_mau20200604
cpool,smooth_mau20200605
cpool,smooth_mau20200606
cpool,smooth_mau20200607
cpool,smooth_mau20200608
cpool,smooth_mau20200609
cpool,smooth_mau20200610
cpool,smooth_mau20200611
cpool,smooth_mau20200612
cpool,smooth_mau20200613
cpool,smooth_mau20200614
cpool,smooth_mau20200615
cpool,smooth_mau20200616
cpool,smooth_mau20200617
cpool,smooth_mau20200618
cpool,smooth_mau20200619
cpool,smooth_mau20200620
cpool,smooth_mau20200621
cpool,smooth_mau20200622
cpool,smooth_mau20200623
cpool,smooth_mau20200624
cpool,smooth_mau20200625
cpool,smooth_mau20200626
cpool,smooth_mau20200627
cpool,smooth_mau20200628
cpool,smooth_mau20200629
cpool,smooth_mau20200630
cpool,smooth_mau20200701
cpool,smooth_mau20200702
cpool,smooth_mau20200703
cpool,smooth_mau20200704
cpool,smooth_mau20200705
cpool,smooth_mau20200706
cpool,smooth_mau20200707
cpool,smooth_mau20200708
cpool,smooth_mau20200709
cpool,smooth_mau20200710
cpool,smooth_mau20200711
cpool,smooth_mau20200712
cpool,smooth_mau20200713
cpool,smooth_mau20200714
cpool,smooth_mau20200715
cpool,smooth_mau20200716
cpool,smooth_mau20200717
cpool,smooth_mau20200718
cpool,smooth_mau20200719
cpool,smooth_mau20200720
cpool,smooth_mau20200721
cpool,smooth_mau20200722
cpool,smooth_mau20200723
cpool,smooth_mau20200724
cpool,smooth_mau20200725
cpool,smooth_mau20200726
cpool,smooth_mau20200727
cpool,smooth_mau20200728
cpool,smooth_mau20200729
cpool,smooth_mau20200730
cpool,smooth_mau20200731
cpool,smooth_mau20200801
cpool,smooth_mau20200802
cpool,smooth_mau20200803
cpool,smooth_mau20200804
cpool,smooth_mau20200805
cpool,smooth_mau20200806
cpool,smooth_mau20200807
cpool,smooth_mau20200808
cpool,smooth_mau20200809
cpool,smooth_mau20200810
cpool,smooth_mau20200811
cpool,smooth_mau20200812
cpool,smooth_mau20200813
cpool,smooth_mau20200814
cpool,smooth_mau20200815
cpool,smooth_mau20200816
cpool,smooth_mau20200817
cpool,smooth_mau20200818
cpool,smooth_mau20200819
cpool,smooth_mau20200820
cpool,smooth_mau20200821
cpool,smooth_mau20200822
cpool,smooth_mau20200823
cpool,smooth_mau20200824
cpool,smooth_mau20200825
cpool,smooth_mau20200826
cpool,smooth_mau20200827
cpool,smooth_mau20200828
cpool,smooth_mau20200829
cpool,smooth_mau20200830
cpool,smooth_mau20200831
cpool,smooth_mau20200901
cpool,smooth_mau20200902
cpool,smooth_mau20200903
cpool,smooth_mau20200904
cpool,smooth_mau20200905
cpool,smooth_mau20200906
cpool,smooth_mau20200907
cpool,smooth_mau20200908
cpool,smooth_mau20200909
cpool,smooth_mau20200910
cpool,smooth_mau20200911
cpool,smooth_mau20200912
cpool,smooth_mau20200913
cpool,smooth_mau20200914
cpool,smooth_mau20200915
cpool,smooth_mau20200916
cpool,smooth_mau20200917
cpool,smooth_mau20200918
cpool,smooth_mau20200919
cpool,smooth_mau20200920
cpool,smooth_mau20200921
